,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1
548,Kobayashi-san Chi no Maid Dragon,549,111,8.00,  Episodes:  13  ,  Type:  TV,https://myanimelist.net/anime/33206/Kobayashi-san_Chi_no_Maid_Dragon,    Premiered:          Winter 2017          ,Miss Kobayashi's Dragon Maid  ,小林さんちのメイドラゴン  ,The maid dragon of Kobayashi-san  ,  Status:  Finished Airing  ,"  Aired:  Jan 12, 2017 to Apr 6, 2017  ",    Broadcast:    Thursdays at 00:00 (JST)      ,"    Producers:          Lantis,       Pony Canyon,       ABC Animation  ",    Licensors:          Funimation  ,    Studios:          Kyoto Animation  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     FantasyFantasy",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  12,320","846,332","50,548","617,761","21,774","19,668","136,581",58117,112005,177833,108048,32573,11602,3742,1466,733,893
549,Akagami no Shirayuki-hime 2nd Season,551,581,7.99,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season,    Premiered:          Winter 2016          ,Snow White with the Red Hair 2  ,赤髪の白雪姫  ,Akagami no Shirayukihime 2nd Season  ,  Status:  Finished Airing  ,"  Aired:  Jan 12, 2016 to Mar 29, 2016  ",    Broadcast:    Tuesdays at 00:00 (JST)      ,"    Producers:          Hakusensha,       Warner Bros. Japan,       KlockWorx,       Showgate  ",    Licensors:          Funimation  ,    Studios:          Bones  ,  Source:  Manga  ,"  Genres:      DramaDrama,     RomanceRomance,     FantasyFantasy,     ShoujoShoujo",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,399","270,100","11,734","198,789","6,558","3,882","49,137",20426,30623,50111,33207,10651,3647,854,307,131,139
550,Beastars,567,233,7.98,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/39195/Beastars,    Premiered:          Fall 2019          ,,BEASTARS  ,,  Status:  Finished Airing  ,"  Aired:  Oct 10, 2019 to Dec 26, 2019  ",    Broadcast:    Thursdays at 00:55 (JST)      ,"    Producers:          Movic,       Fuji TV,       Bandai,       Toho,       BS Fuji,       TOHO animation,       Q-Tec,       Akita Shoten,       Hakuhodo DY Media Partners,       Bandai Spirits,       Toho Music  ","    Licensors:    None found, add some  ",    Studios:          Orange  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     PsychologicalPsychological,     DramaDrama,     SchoolSchool,     ShounenShounen",  Duration:  22 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  7,028","553,878","31,666","403,530","11,073","14,600","93,009",34853,85256,118739,64017,21643,8624,4098,1797,1080,1918
551,Haibane Renmei,552,730,7.99,  Episodes:  13  ,  Type:  TV,https://myanimelist.net/anime/387/Haibane_Renmei,    Premiered:          Fall 2002          ,Haibane Renmei  ,灰羽連盟  ,Charcoal Feather Federation  ,  Status:  Finished Airing  ,"  Aired:  Oct 10, 2002 to Dec 19, 2002  ",    Broadcast:    Thursdays at 02:28 (JST)      ,"    Producers:          Kadokawa Shoten,       Fuji TV,       Studio Tulip  ","    Licensors:          Funimation,       Geneon Entertainment USA  ",    Studios:          Radix  ,  Source:  Other  ,"  Genres:      Slice of LifeSlice of Life,     MysteryMystery,     PsychologicalPsychological,     DramaDrama,     FantasyFantasy",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  5,787","219,188","9,437","96,692","8,285","5,549","99,225",13402,18917,22680,15600,6770,3314,1253,480,291,400
552,Hyouge Mono,553,3587,7.99,  Episodes:  39  ,  Type:  TV,https://myanimelist.net/anime/9996/Hyouge_Mono,    Premiered:          Spring 2011          ,,へうげもの  ,Hyougemono  ,  Status:  Finished Airing  ,"  Aired:  Apr 7, 2011 to Jan 26, 2012  ",    Broadcast:    Unknown      ,"    Producers:          NHK,       Sogo Vision  ","    Licensors:    None found, add some  ",    Studios:          Bee Train  ,  Source:  Manga  ,"  Genres:      HistoricalHistorical,     SamuraiSamurai,     SeinenSeinen",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  254,"22,685","1,729","3,256","1,673","1,244","14,783",544,811,987,655,353,209,83,55,22,41
553,Kamisama Hajimemashita OVA,554,1544,7.99,  Episodes:  2  ,  Type:  OVA,https://myanimelist.net/anime/18661/Kamisama_Hajimemashita_OVA,,,神様はじめました  ,"Kami-sama Hajimemashita OVA, Kamisama Kiss OVA  ",  Status:  Finished Airing  ,"  Aired:  Aug 20, 2013  ",,"    Producers:    None found, add some  ","    Licensors:    None found, add some  ",    Studios:          TMS Entertainment  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     DemonsDemons,     SupernaturalSupernatural,     RomanceRomance,     FantasyFantasy,     ShoujoShoujo",  Duration:  14 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  280,"96,123","5,846","73,886","1,109",457,"14,825",9328,8965,14102,11673,3977,1328,296,93,44,68
554,Kanon (2006),555,665,7.99,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/1530/Kanon_2006,    Premiered:          Fall 2006          ,Kanon  ,カノン (2006)  ,"Kanon Remake, Kanon 2006  ",  Status:  Finished Airing  ,"  Aired:  Oct 6, 2006 to Mar 16, 2007  ",    Broadcast:    Fridays at 01:00 (JST)      ,"    Producers:          Pony Canyon,       TBS,       Movic  ","    Licensors:          ADV Films,       Funimation  ",    Studios:          Kyoto Animation  ,  Source:  Visual novel  ,"  Genres:      Slice of LifeSlice of Life,     SupernaturalSupernatural,     DramaDrama,     RomanceRomance",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  4,155","238,818","7,422","152,590","6,988","6,292","65,526",20799,27822,33552,23722,10162,4783,1873,758,409,409
555,Kokoro Connect: Michi Random,556,727,7.99,  Episodes:  4  ,  Type:  Special,https://myanimelist.net/anime/16001/Kokoro_Connect__Michi_Random,,Kokoro Connect OVA  ,ココロコネクト ミチランダム  ,"Kokoro Connect Episodes 14, 15, 16, and 17, Kokoroco: Michi Random  ",  Status:  Finished Airing  ,"  Aired:  Nov 19, 2012 to Dec 10, 2012  ",,"    Producers:          Starchild Records,       Enterbrain  ",    Licensors:          Sentai Filmworks  ,    Studios:          SILVER LINK.  ,  Source:  Light novel  ,"  Genres:      ComedyComedy,     DramaDrama,     RomanceRomance,     SchoolSchool,     Slice of LifeSlice of Life,     SupernaturalSupernatural",  Duration:  27 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  780,"220,078","3,637","184,807","1,860","1,226","28,548",18160,34857,48005,27660,9731,3839,1679,729,344,306
556,Noragami,557,20,7.99,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/20507/Noragami,    Premiered:          Winter 2014          ,Noragami  ,ノラガミ  ,,  Status:  Finished Airing  ,"  Aired:  Jan 5, 2014 to Mar 23, 2014  ",    Broadcast:    Sundays at 23:30 (JST)      ,"    Producers:          Avex Entertainment,       Dentsu,       Shochiku,       Kodansha,       Movic,       Ai Addiction,       Lawson HMV Entertainment,       A-Sketch  ",    Licensors:          Funimation  ,    Studios:          Bones  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     ComedyComedy,     SupernaturalSupernatural,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  27,380","1,657,551","68,719","1,269,216","33,766","26,163","259,687",120938,215518,336648,217933,65842,23016,6367,2013,928,1000
557,One Piece Film: Strong World Episode 0,558,1968,7.99,  Episodes:  1  ,  Type:  OVA,https://myanimelist.net/anime/8740/One_Piece_Film__Strong_World_Episode_0,,,ワンピース　フィルム　ストロングワールド　エピソードゼロ  ,,  Status:  Finished Airing  ,"  Aired:  Apr, 2010  ",,"    Producers:    None found, add some  ","    Licensors:    None found, add some  ",    Studios:          Toei Animation  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     ComedyComedy,     FantasyFantasy,     ShounenShounen,     Super PowerSuper Power",  Duration:  18 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  47,"66,636",906,"58,027",360,296,"7,047",6075,7301,12236,8304,2732,935,209,83,40,83
558,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,559,1865,7.99,  Episodes:  2  ,  Type:  OVA,https://myanimelist.net/anime/401/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Seisou-hen,,Samurai X: Reflection  ,るろうに剣心 -明治剣客浪漫譚- 星霜編  ,"Rurouni Kenshin: Seisouhen, Rurouni Kenshin OVA 2  ",  Status:  Finished Airing  ,"  Aired:  Dec 19, 2001 to Mar 20, 2002  ",,    Producers:          SME Visual Works  ,"    Licensors:          ADV Films,       Aniplex of America  ",    Studios:          Studio Deen  ,  Source:  Manga  ,"  Genres:      HistoricalHistorical,     DramaDrama,     RomanceRomance,     SamuraiSamurai,     ShounenShounen",  Duration:  42 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  333,"73,160","1,086","56,463",685,431,"14,495",8588,8949,10866,7011,2975,1419,822,301,253,244
559,Youjo Senki,560,175,7.99,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/32615/Youjo_Senki,    Premiered:          Winter 2017          ,The Saga of Tanya the Evil  ,幼女戦記  ,The Military Chronicles of a Little Girl  ,  Status:  Finished Airing  ,"  Aired:  Jan 6, 2017 to Mar 31, 2017  ",    Broadcast:    Fridays at 22:00 (JST)      ,"    Producers:          Media Factory,       AT-X,       Enterbrain,       Sony Music Communications  ","    Licensors:          Funimation,       Crunchyroll  ",    Studios:          Nut  ,  Source:  Light novel  ,"  Genres:      ActionAction,     MilitaryMilitary,     MagicMagic",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  8,638","650,094","40,855","435,342","18,472","22,503","132,922",42861,81436,119589,72117,24458,9619,4339,1721,863,898
560,Nurarihyon no Mago: Sennen Makyou,561,1140,7.98,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/10049/Nurarihyon_no_Mago__Sennen_Makyou,    Premiered:          Summer 2011          ,Nura: Rise of the Yokai Clan - Demon Capital  ,ぬらりひょんの孫 千年魔京  ,"Nurarihyon no Mago 2, The Grandson of Nurarihyon 2, Grandchild of Nurarihyon 2  ",  Status:  Finished Airing  ,"  Aired:  Jul 3, 2011 to Dec 18, 2011  ",    Broadcast:    Sundays at 17:30 (JST)      ,"    Producers:          Yomiuri Telecasting,       Yomiko Advertising,       Pony Canyon,       Toho,       Shueisha,       BS11,       Imagine  ",    Licensors:          VIZ Media  ,    Studios:          Studio Deen  ,  Source:  Manga  ,"  Genres:      ActionAction,     DemonsDemons,     ShounenShounen,     SupernaturalSupernatural",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  591,"140,319","6,470","100,135","3,604","2,529","27,581",8386,16165,25538,16043,4886,1866,509,158,84,84
561,Saint Seiya: The Lost Canvas - Meiou Shinwa,562,1648,7.98,  Episodes:  13  ,  Type:  OVA,https://myanimelist.net/anime/6171/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa,,Saint Seiya: The Lost Canvas  ,聖闘士星矢 THE LOST CANVAS 冥王神話  ,,  Status:  Finished Airing  ,"  Aired:  Jun 24, 2009 to Apr 21, 2010  ",,    Producers:          Akita Shoten  ,    Licensors:          Discotek Media  ,    Studios:          TMS Entertainment  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     Martial ArtsMartial Arts,     ShounenShounen,     Super PowerSuper Power,     SupernaturalSupernatural",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  738,"87,938","4,335","60,111","2,473","2,255","18,764",8209,10249,14793,9295,3679,1529,557,209,102,96
562,Tamako Love Story,563,570,7.98,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/21647/Tamako_Love_Story,,,たまこラブストーリー  ,Tamako Market Movie  ,  Status:  Finished Airing  ,"  Aired:  Apr 26, 2014  ",,"    Producers:          Pony Canyon,       TBS  ",    Licensors:          Sentai Filmworks  ,    Studios:          Kyoto Animation  ,  Source:  Original  ,"  Genres:      ComedyComedy,     RomanceRomance,     Slice of LifeSlice of Life",  Duration:  1 hr. 23 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,710","273,639","7,702","164,815","2,555","1,178","97,389",15418,27958,42720,27360,8834,3138,872,303,168,174
563,Tekkon Kinkreet,564,1633,7.98,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/2154/Tekkon_Kinkreet,,Tekkonkinkreet  ,鉄コン筋クリート  ,"Tekkon Kinkreet (2006), Black & White, Tekkon Kinkurito, Tekkon Kin Creat  ",  Status:  Finished Airing  ,"  Aired:  Dec 23, 2006  ",,"    Producers:          Aniplex,       Tokyo MX,       Beyond C.  ",    Licensors:          Sony Pictures Entertainment  ,    Studios:          Studio 4°C  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     PsychologicalPsychological,     SupernaturalSupernatural",  Duration:  1 hr. 51 min.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  1,191","89,610","1,854","47,559",952,536,"38,709",6409,8216,10727,7141,2956,1214,520,202,101,117
564,Wu Shan Wu Xing,565,3177,7.98,  Episodes:  3  ,  Type:  ONA,https://myanimelist.net/anime/37936/Wu_Shan_Wu_Xing,,Fog Hill of Five Elements  ,雾山五行  ,"Wushan Wuxing, Fog Hill of the Five Elements, Five Elements in the Misty Mountain  ",  Status:  Finished Airing  ,"  Aired:  Jul 26, 2020 to Aug 9, 2020  ",,    Producers:          bilibili  ,"    Licensors:    None found, add some  ","    Studios:          Nice Boat Animation,       Samsara Animation Studio  ",  Source:  Original  ,"  Genres:      ActionAction,     HistoricalHistorical,     Martial ArtsMartial Arts,     FantasyFantasy",  Duration:  26 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  177,"28,644","2,497","10,302",440,280,"15,125",1178,1842,3027,1768,544,200,66,33,11,21
565,Yoru Ni Kakeru,541,10259,8.00,  Episodes:  1  ,  Type:  Music,https://myanimelist.net/anime/48653/Yoru_Ni_Kakeru,,Racing Into The Night  ,夜に駆ける  ,,  Status:  Finished Airing  ,"  Aired:  Nov 16, 2019  ",,    Producers:          Sony Music Entertainment  ,"    Licensors:    None found, add some  ","    Studios:    None found, add some  ",  Source:  Other  ,  Genres:      MusicMusic,  Duration:  4 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  20,"1,239",20,"1,094",1,10,114,214,193,186,125,54,26,4,8,0,2
566,Yowamushi Pedal,566,858,7.98,  Episodes:  38  ,  Type:  TV,https://myanimelist.net/anime/18179/Yowamushi_Pedal,    Premiered:          Fall 2013          ,Yowamushi Pedal  ,弱虫ペダル  ,Yowapeda  ,  Status:  Finished Airing  ,"  Aired:  Oct 8, 2013 to Jul 1, 2014  ",    Broadcast:    Unknown      ,"    Producers:          TOHO animation,       Akita Shoten  ",    Licensors:          Discotek Media  ,    Studios:          TMS Entertainment  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     SportsSports,     DramaDrama,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  2,013","189,479","13,951","117,604","9,392","8,341","40,191",10507,20836,33056,20596,6533,2524,831,291,122,141
567,Black Clover,568,85,7.98,  Episodes:  170  ,  Type:  TV,https://myanimelist.net/anime/34572/Black_Clover,    Premiered:          Fall 2017          ,Black Clover  ,ブラッククローバー  ,,  Status:  Finished Airing  ,"  Aired:  Oct 3, 2017 to Mar 30, 2021  ",    Broadcast:    Tuesdays at 18:25 (JST)      ,"    Producers:          TV Tokyo,       Avex Pictures,       Shueisha  ","    Licensors:          Funimation,       Crunchyroll  ",    Studios:          Studio Pierrot  ,  Source:  Manga  ,"  Genres:      ActionAction,     ComedyComedy,     MagicMagic,     FantasyFantasy,     ShounenShounen",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  21,998","997,293","473,929","151,228","90,654","97,155","184,327",71451,82852,120177,96343,41214,22907,13681,7203,4372,4991
568,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",569,593,7.98,  Episodes:  1  ,  Type:  Special,https://myanimelist.net/anime/4059/Clannad__Mou_Hitotsu_no_Sekai_Tomoyo-hen,,"Clannad: Another World, Tomoyo Chapter  ",-クラナド-　もうひとつの世界　智代編  ,Clannad OVA  ,  Status:  Finished Airing  ,"  Aired:  Jul 16, 2008  ",,    Producers:          Pony Canyon  ,    Licensors:          Sentai Filmworks  ,    Studios:          Kyoto Animation  ,  Source:  Visual novel  ,"  Genres:      DramaDrama,     RomanceRomance,     SchoolSchool,     Slice of LifeSlice of Life",  Duration:  25 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  777,"265,046","2,001","238,766",913,722,"22,644",27970,38888,52221,35365,13818,5729,1890,726,416,557
569,Dragon Ball,570,124,7.98,  Episodes:  153  ,  Type:  TV,https://myanimelist.net/anime/223/Dragon_Ball,    Premiered:          Winter 1986          ,Dragon Ball  ,ドラゴンボール  ,"Dragonball, DB  ",  Status:  Finished Airing  ,"  Aired:  Feb 26, 1986 to Apr 12, 1989  ",    Broadcast:    Wednesdays at 19:00 (JST)      ,    Producers:          Fuji TV  ,    Licensors:          Funimation  ,    Studios:          Toei Animation  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     ComedyComedy,     FantasyFantasy,     Martial ArtsMartial Arts,     ShounenShounen,     Super PowerSuper Power",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  11,120","786,352","40,898","639,454","29,198","25,751","51,051",92859,94503,143956,117699,43558,16127,4318,1546,895,1311
570,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,571,3889,7.98,  Episodes:  4  ,  Type:  Movie,https://myanimelist.net/anime/36369/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_1,,,銀河英雄伝説 Die Neue These 星乱 第1章  ,"The Legend of the Galactic Heroes: The New Thesis - Stellar War Part 1, Ginga Eiyuu Densetsu: Die Neue These 2nd Season  ",  Status:  Finished Airing  ,"  Aired:  Sep 27, 2019  ",,    Producers:          Shochiku  ,"    Licensors:    None found, add some  ",    Studios:          Production I.G  ,  Source:  Novel  ,"  Genres:      ActionAction,     DramaDrama,     MilitaryMilitary,     Sci-FiSci-Fi,     SpaceSpace",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  29,"18,891",642,"10,433",235,133,"7,448",865,1606,3422,1794,423,119,67,19,4,25
571,Hanamonogatari,572,433,7.98,  Episodes:  5  ,  Type:  TV,https://myanimelist.net/anime/21855/Hanamonogatari,    Premiered:          Summer 2014          ,Hanamonogatari  ,花物語  ,Monogatari Series: Second Season +α  ,  Status:  Finished Airing  ,"  Aired:  Aug 16, 2014  ",    Broadcast:    Saturdays at 19:00 (JST)      ,"    Producers:          Aniplex,       Kodansha  ",    Licensors:          Aniplex of America  ,    Studios:          Shaft  ,  Source:  Light novel  ,"  Genres:      MysteryMystery,     ComedyComedy,     SupernaturalSupernatural",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  969,"345,133","8,545","245,931","4,028","1,605","85,024",23633,38811,68707,42376,12381,3856,1235,439,238,448
